108
0.00012 0.00012 0.00012 -0.0408536 0.042315 0.399308 -0.0150269 0.0137512 0.0533199 0.914598
0.00036 0.00012 0.00012 -0.0368832 0.0324693 0.17451 -0.00252511 0.00880415 -0.00170401 0.918455
0.0006 0.00012 0.00012 0.015796 0.0121356 0.103845 -0.0039407 0.0152812 0.0285596 0.894211
0.00012 0.00036 0.00012 0.00375446 -0.0265206 0.132052 0.00333526 0.00067536 -0.0139384 0.884294
0.00036 0.00036 0.00012 -0.0180757 -0.00453572 0.0324505 -0.00302917 0.00774387 -0.0480835 0.877682
0.0006 0.00036 0.00012 0.0217684 -0.0341987 0.0749799 -0.000604555 -0.0077232 -0.0380789 0.922862
0.00012 0.0006 0.00012 -0.00749952 0.0339566 0.289105 -0.00286818 0.00819529 0.0229726 0.901925
0.00036 0.0006 0.00012 -0.0182976 0.0109573 0.0749271 -0.00393633 0.00412066 -0.0223712 0.882641
0.0006 0.0006 0.00012 0.0110953 0.0268091 0.118341 -0.00341352 0.00157585 0.0161374 0.894762
0.00012 0.00012 0.00036 -0.0529454 -0.000393375 0.347895 0.00657161 0.015763 0.048698 0.953717
0.00036 0.00012 0.00036 -0.000958327 -0.00578815 0.0865045 -0.000117129 0.00552022 -0.0106558 0.906333
0.0006 0.00012 0.00036 0.0467457 -0.00564139 0.28067 0.000447833 0.00585166 0.0242526 0.962533
0.00012 0.00036 0.00036 0.0225933 0.0267441 0.182004 0.0105159 0.00749229 -0.00158636 0.942698
0.00036 0.00036 0.00036 -0.00930259 0.0235446 0.038343 0.00267531 0.00774187 -0.0457278 0.89917
0.0006 0.00036 0.00036 0.00794293 -0.00267699 0.0295543 0.00338012 0.00252055 -0.0427839 0.897517
0.00012 0.0006 0.00036 0.0137294 0.00564295 0.191464 0.00454682 0.00287807 0.0450347 0.916802
0.00036 0.0006 0.00036 -0.0201111 0.00148861 0.11747 -0.000230961 0.00808966 -0.0213597 0.892558
0.0006 0.0006 0.00036 0.00146718 0.0305485 0.190763 -0.0108862 0.00641356 0.0104662 0.914047
0.00012 0.00012 0.0006 0.0289391 -0.0510385 0.316101 -0.000912146 0.00724556 0.0482928 0.950412
0.00036 0.00012 0.0006 -0.00839271 -0.00268303 0.0198567 -0.00313336 0.000520402 -0.00784062 0.846276
0.0006 0.00012 0.0006 0.031728 -0.00221354 0.284947 -0.00115335 0.00198976 0.0436629 0.947657
0.00012 0.00036 0.0006 0.0285491 0.0282282 0.134164 0.0151514 0.00329364 0.00213559 0.92727
0.00036 0.00036 0.0006 0.00288895 0.0235113 0.0429971 0.00363262 0.00687328 -0.0438166 0.897517
0.0006 0.00036 0.0006 0.00246802 0.0150101 0.00918236 0.00658094 0.00636636 -0.0482413 0.876029
0.00012 0.0006 0.0006 0.0702205 0.0353069 0.334574 0.00427407 0.0136382 0.0281036 0.941596
0.00036 0.0006 0.0006 -0.0416167 -0.00461509 0.181909 0.00662723 0.00381618 -0.0181621 0.935535
0.0006 0.0006 0.0006 0.0110524 -0.0125572 0.144738 0.00819047 0.00680449 -0.0109464 0.907435
0.00012 0.00012 0.00084 0.0824966 -0.073468 0.464207 -9.28172e-05 -0.000321471 0.0207689 0.96639
0.00036 0.00012 0.00084 0.000695426 -0.00220853 0.0354546 0.00248121 0.00203635 -0.00164062 0.877131
0.0006 0.00012 0.00084 -0.00451102 -0.011732 0.106246 0.00365251 0.000971976 0.0148942 0.853439
0.00012 0.00036 0.00084 0.00548249 0.00669806 0.044188 0.00919437 -0.000492376 -0.00816005 0.888151
0.00036 0.00036 0.00084 0.0212162 0.00907344 0.053235 0.00887804 0.00413348 -0.0308939 0.919557
0.0006 0.00036 0.00084 0.000599797 0.0114833 0.0108255 0.00292444 -0.00306558 -0.0488137 0.864458
0.00012 0.0006 0.00084 0.00890238 0.00243894 0.392198 0.0180226 -0.00965471 0.0450528 0.964737
0.00036 0.0006 0.00084 0.0246306 0.00973969 0.212673 0.00933656 -1.38881e-05 0.00304445 0.931127
0.0006 0.0006 0.00084 -0.00069619 -0.0074899 0.0437343 -0.00105722 -0.00444982 0.00808371 0.840215
0.00012 0.00012 0.00108 0.0218874 -0.0322943 0.300223 0.00834512 -0.0150303 0.0367966 0.923964
0.00036 0.00012 0.00108 0.0422607 -0.0288666 0.124478 0.0109814 -0.0112589 -0.0205828 0.924515
0.0006 0.00012 0.00108 -0.0378872 -0.0435049 0.182396 -0.00123441 -0.00262591 -0.0157069 0.919006
0.00012 0.00036 0.00108 -0.00186761 0.0101886 0.0317341 0.00383677 0.00469377 -0.0139463 0.880988
0.00036 0.00036 0.00108 0.0152643 0.0119857 0.0339067 0.00165466 0.00108112 -0.0438819 0.898068
0.0006 0.00036 0.00108 -0.0025483 0.0252145 0.0235042 0.00173183 -0.000271574 -0.0504286 0.910741
0.00012 0.0006 0.00108 -0.0330474 -0.0438336 0.335521 0.00768623 -0.00645926 0.0210628 0.946555
0.00036 0.0006 0.00108 0.0564496 -0.00270031 0.177968 0.0153835 0.00473128 0.0056446 0.92176
