# |d| 	Rdf	nAve
0.00625	1.1261e-310	1.15197e-312	1.1261e-310	1.15197e-312	0	0	0	0
0.01875	1.60872e-311	1.15197e-312	1.60872e-311	1.15197e-312	0	0	0	0
0.03125	5.92686e-312	1.15197e-312	5.92686e-312	1.15197e-312	0	0	0	0
0.04375	3.04352e-312	1.15197e-312	3.04352e-312	1.15197e-312	0	0	0	0
0.05625	1.84607e-312	1.15197e-312	1.84607e-312	1.15197e-312	0	0	0	0
0.06875	1.23748e-312	1.15197e-312	1.23748e-312	1.15197e-312	0	0	0	0
0.08125	8.86695e-313	1.15197e-312	8.86695e-313	1.15197e-312	0	0	0	0
0.09375	6.66333e-313	1.15197e-312	6.66333e-313	1.15197e-312	0	0	0	0
0.10625	5.18941e-313	1.15197e-312	5.18941e-313	1.15197e-312	0	0	0	0
0.11875	4.15536e-313	1.15197e-312	4.15536e-313	1.15197e-312	0	0	0	0
0.13125	3.40212e-313	1.15197e-312	3.40212e-313	1.15197e-312	0	0	0	0
0.14375	2.83653e-313	1.15197e-312	2.83653e-313	1.15197e-312	0	0	0	0
0.15625	2.40107e-313	1.15197e-312	2.40107e-313	1.15197e-312	0	0	0	0
0.16875	2.05869e-313	1.15197e-312	2.05869e-313	1.15197e-312	0	0	0	0
0.18125	1.78463e-313	1.15197e-312	1.78463e-313	1.15197e-312	0	0	0	0
0.19375	1.56186e-313	1.15197e-312	1.56186e-313	1.15197e-312	0	0	0	0
0.20625	1.37834e-313	1.15197e-312	1.37834e-313	1.15197e-312	0	0	0	0
0.21875	1.22536e-313	1.15197e-312	1.22536e-313	1.15197e-312	0	0	0	0
0.23125	1.0965e-313	1.15197e-312	1.0965e-313	1.15197e-312	0	0	0	0
0.24375	9.86944e-314	1.15197e-312	9.86944e-314	1.15197e-312	0	0	0	0
0.25625	8.93024e-314	1.15197e-312	8.93024e-314	1.15197e-312	0	0	0	0
0.26875	8.11898e-314	1.15197e-312	8.11898e-314	1.15197e-312	0	0	0	0
0.28125	7.41345e-314	1.15197e-312	7.41345e-314	1.15197e-312	0	0	0	0
0.29375	6.79603e-314	1.15197e-312	6.79603e-314	1.15197e-312	0	0	0	0
0.30625	6.25265e-314	1.15197e-312	6.25265e-314	1.15197e-312	0	0	0	0
0.31875	5.77193e-314	1.15197e-312	5.77193e-314	1.15197e-312	0	0	0	0
0.33125	5.34458e-314	1.15197e-312	5.34458e-314	1.15197e-312	0	0	0	0
0.34375	4.96299e-314	1.15197e-312	4.96299e-314	1.15197e-312	0	0	0	0
0.35625	4.62086e-314	1.15197e-312	4.62086e-314	1.15197e-312	0	0	0	0
0.36875	4.31292e-314	1.15197e-312	4.31292e-314	1.15197e-312	0	0	0	0
0.38125	4.03477e-314	1.15197e-312	4.03477e-314	1.15197e-312	0	0	0	0
0.39375	3.78268e-314	1.15197e-312	3.78268e-314	1.15197e-312	0	0	0	0
0.40625	3.5535e-314	1.15197e-312	3.5535e-314	1.15197e-312	0	0	0	0
0.41875	3.34453e-314	1.15197e-312	3.34453e-314	1.15197e-312	0	0	0	0
0.43125	3.15347e-314	1.15197e-312	3.15347e-314	1.15197e-312	0	0	0	0
0.44375	2.97832e-314	1.15197e-312	2.97832e-314	1.15197e-312	0	0	0	0
0.45625	2.81737e-314	1.15197e-312	2.81737e-314	1.15197e-312	0	0	0	0
0.46875	2.66912e-314	1.15197e-312	2.66912e-314	1.15197e-312	0	0	0	0
0.48125	2.53228e-314	1.15197e-312	2.53228e-314	1.15197e-312	0	0	0	0
0.49375	2.40569e-314	1.15197e-312	2.40569e-314	1.15197e-312	0	0	0	0
0.50625	2.28836e-314	1.15197e-312	2.28836e-314	1.15197e-312	0	0	0	0
0.51875	2.17941e-314	1.15197e-312	2.17941e-314	1.15197e-312	0	0	0	0
0.53125	2.07806e-314	1.15197e-312	2.07806e-314	1.15197e-312	0	0	0	0
0.54375	1.98362e-314	1.15197e-312	1.98362e-314	1.15197e-312	0	0	0	0
0.55625	1.89548e-314	1.15197e-312	1.89548e-314	1.15197e-312	0	0	0	0
0.56875	1.81308e-314	1.15197e-312	1.81308e-314	1.15197e-312	0	0	0	0
0.58125	1.73594e-314	1.15197e-312	1.73594e-314	1.15197e-312	0	0	0	0
0.59375	1.66362e-314	1.15197e-312	1.66362e-314	1.15197e-312	0	0	0	0
0.60625	1.59572e-314	1.15197e-312	1.59572e-314	1.15197e-312	0	0	0	0
0.61875	1.5319e-314	1.15197e-312	1.5319e-314	1.15197e-312	0	0	0	0
0.63125	1.47184e-314	1.15197e-312	1.47184e-314	1.15197e-312	0	0	0	0
0.64375	1.41524e-314	1.15197e-312	1.41524e-314	1.15197e-312	0	0	0	0
0.65625	1.36184e-314	1.15197e-312	1.36184e-314	1.15197e-312	0	0	0	0
0.66875	1.3114e-314	1.15197e-312	1.3114e-314	1.15197e-312	0	0	0	0
0.68125	1.26372e-314	1.15197e-312	1.26372e-314	1.15197e-312	0	0	0	0
0.69375	1.21859e-314	1.15197e-312	1.21859e-314	1.15197e-312	0	0	0	0
0.70625	1.17584e-314	1.15197e-312	1.17584e-314	1.15197e-312	0	0	0	0
0.71875	1.1353e-314	1.15197e-312	1.1353e-314	1.15197e-312	0	0	0	0
0.73125	1.09682e-314	1.15197e-312	1.09682e-314	1.15197e-312	0	0	0	0
0.74375	1.06026e-314	1.15197e-312	1.06026e-314	1.15197e-312	0	0	0	0
0.75625	1.0255e-314	1.15197e-312	1.0255e-314	1.15197e-312	0	0	0	0
0.76875	9.92423e-315	1.15197e-312	9.92423e-315	1.15197e-312	0.00861503	1	0	0
0.78125	9.60921e-315	1.15197e-312	0.0166831	2	0.00834156	1	0.0333662	4
0.79375	9.30894e-315	1.15197e-312	0.0161618	2	0	0	0.0161618	2
0.80625	9.02254e-315	1.15197e-312	9.02254e-315	1.15197e-312	2.53964e-88	6.99533e-77	0.0313291	4
0.81875	8.74915e-315	1.15197e-312	0.0379748	5	6.19969e-45	8.97192e-67	0.0227849	3
0.83125	8.488e-315	1.15197e-312	0.029473	4	0.0442096	6	0.0147365	2
0.84375	8.23837e-315	1.15197e-312	8.23837e-315	1.15197e-312	0.0143031	2	0.0429094	6
0.85625	7.99959e-315	1.15197e-312	0.0347214	5	0.0347214	5	0.0416657	6
0.86875	7.77105e-315	1.15197e-312	0.0944425	14	0.0472212	7	0.0539671	8
0.88125	7.55216e-315	1.15197e-312	0.0852264	13	0.052447	8	0.0852264	13
0.89375	7.34239e-315	1.15197e-312	0.121102	19	0.0956068	15	0.0828592	13
0.90625	7.14125e-315	1.15197e-312	0.07439	12	0.123983	20	0.142581	23
0.91875	6.94825e-315	1.15197e-312	0.120633	20	0.114601	19	0.0723796	12
0.93125	6.76297e-315	0	0.0763204	13	0.0645788	11	0.117416	20
0.94375	0	0	0.148624	26	0.131475	23	0.200071	35
0.95625	0	0	0.250553	45	0.139196	25	0.105789	19
0.96875	0	0	0.141052	26	0.141052	26	0.173603	32
0.98125	0	0	0.126906	24	0.227373	43	0.126906	24
0.99375	0.0412445	8	0.175289	34	0.283556	55	0.221689	43
1.00625	1.33249	265	0.17599	35	0.181018	36	0.251414	50
1.01875	1.2215	249	0.235471	48	0.127547	26	0.264905	54
1.03125	1.0293	215	0.172348	36	0.196285	41	0.16756	35
1.04375	1.31324	281	0.261714	56	0.13553	29	0.266387	57
1.05625	1.20476	264	0.136905	30	0.173413	38	0.173413	38
1.06875	1.30601	293	0.156008	35	0.147093	33	0.218411	49
1.08125	1.11486	256	0.135002	31	0.187261	43	0.126292	29
1.09375	1.18315	278	0.0766069	18	0.165982	39	0.153214	36
1.10625	1.27721	307	0.13313	32	0.104008	25	0.208015	50
1.11875	1.24476	306	0.17085	42	0.154579	38	0.0894929	22
1.13125	1.36859	344	0.147203	37	0.115375	29	0.0875261	22
1.14375	1.1131	286	0.140111	36	0.116759	30	0.140111	36
1.15625	1.2415	326	0.0837821	22	0.106632	28	0.0837821	22
1.16875	1.21509	326	0.0819996	22	0.100636	27	0.0819996	22
1.18125	1.17491	322	0.0656782	18	0.0510831	14	0.0656782	18
1.19375	1.31835	369	0.0464461	13	0.0357278	10	0.0428733	12
1.20625	1.23869	354	0.0384902	11	0.0594849	17	0.0804796	23
1.21875	1.23055	359	0.0308493	9	0.0445602	13	0.0137108	4
1.23125	1.23927	369	0.00671692	2	0.00335846	1	0.0134338	4
1.24375	1.10917	337	0.00658259	2	0	0	0.00658259	2
