# |d| 	Rdf	nAve
0.025	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.075	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.125	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.175	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.225	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.275	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.325	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.375	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.425	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.475	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.525	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.575	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.625	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.675	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.725	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.775	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.825	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.875	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.925	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
0.975	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.025	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.075	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.125	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.175	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.225	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.275	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.325	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.375	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.425	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.475	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.525	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.575	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.625	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.675	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.725	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.775	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.825	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.875	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.925	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
1.975	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.025	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.075	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.125	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.175	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.225	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.275	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.325	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.375	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.425	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.475	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.525	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.575	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.625	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.675	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.725	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.775	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.825	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.875	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.925	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
2.975	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
3.025	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
3.075	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
3.125	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
3.175	inf	1.29297e-312	inf	1.29297e-312	-nan	0	-nan	0
3.225	inf	1.29297e-312	inf	1.29297e-312	inf	1.42649e-71	inf	6.00454e-67
3.275	inf	1.29297e-312	inf	1.29297e-312	inf	1.39737e-76	inf	6.9953e-77
3.325	inf	1.29297e-312	inf	1.29297e-312	inf	7.00373e-77	inf	1.72322e-259
3.375	inf	1.29297e-312	inf	1.29297e-312	inf	1.39737e-76	inf	3.24251e-86
3.425	inf	1.29297e-312	inf	1.29297e-312	inf	1.39737e-76	inf	3.24253e-86
3.475	inf	1.29297e-312	inf	1.29297e-312	inf	1.6569e-47	inf	9.34428e-67
3.525	inf	1.29297e-312	inf	1.29297e-312	inf	1.30354e-76	inf	3.22525e-86
3.575	inf	1.29297e-312	inf	1.29297e-312	inf	1.39737e-76	inf	3.24252e-86
3.625	inf	1.29297e-312	inf	1.29297e-312	inf	3.24253e-86	inf	1.43113e-153
3.675	inf	1.29297e-312	inf	1.29297e-312	inf	1.24609e-47	inf	3.93513e-62
3.725	inf	0	inf	0	inf	0	inf	0
3.775	-nan	0	-nan	0	-nan	0	-nan	0
3.825	-nan	0	-nan	0	-nan	0	-nan	0
3.875	-nan	0	-nan	0	-nan	0	-nan	0
3.925	-nan	0	-nan	0	-nan	0	-nan	0
3.975	-nan	0	-nan	0	-nan	0	-nan	0
4.025	-nan	0	-nan	0	-nan	0	-nan	0
4.075	-nan	0	-nan	0	-nan	0	-nan	0
4.125	-nan	0	-nan	0	-nan	0	-nan	0
4.175	-nan	0	-nan	0	-nan	0	-nan	0
4.225	-nan	0	-nan	0	-nan	0	-nan	0
4.275	-nan	0	-nan	0	-nan	0	-nan	0
4.325	-nan	0	-nan	0	-nan	0	-nan	0
4.375	-nan	0	-nan	0	-nan	0	-nan	0
4.425	-nan	0	-nan	0	-nan	0	-nan	0
4.475	-nan	0	-nan	0	-nan	0	-nan	0
4.525	-nan	0	-nan	0	-nan	0	-nan	0
4.575	-nan	0	-nan	0	-nan	0	-nan	0
4.625	-nan	0	-nan	0	-nan	0	-nan	0
4.675	-nan	0	-nan	0	-nan	0	-nan	0
4.725	-nan	0	-nan	0	-nan	0	-nan	0
4.775	-nan	0	-nan	0	-nan	0	-nan	0
4.825	-nan	0	-nan	0	-nan	0	-nan	0
4.875	-nan	0	-nan	0	-nan	0	-nan	0
4.925	-nan	0	-nan	0	-nan	0	-nan	0
4.975	-nan	0	-nan	0	-nan	0	-nan	0
