256
0.00075 0.00075 0.00075
0.00225 0.00075 0.00075
0.00075 0.00225 0.00075
0.00225 0.00225 0.00075
0.00075 0.00075 0.00225
0.00225 0.00075 0.00225
0.00075 0.00225 0.00225
0.00225 0.00225 0.00225
0.00075 0.00075 0.00375
0.00225 0.00075 0.00375
0.00075 0.00225 0.00375
0.00225 0.00225 0.00375
0.00075 0.00075 0.00525
0.00225 0.00075 0.00525
0.00075 0.00225 0.00525
0.00225 0.00225 0.00525
0.00075 0.00075 0.00675
0.00225 0.00075 0.00675
0.00075 0.00225 0.00675
0.00225 0.00225 0.00675
0.00075 0.00075 0.00825
0.00225 0.00075 0.00825
0.00075 0.00225 0.00825
0.00225 0.00225 0.00825
0.00075 0.00075 0.00975
0.00225 0.00075 0.00975
0.00075 0.00225 0.00975
0.00225 0.00225 0.00975
0.00075 0.00075 0.01125
0.00225 0.00075 0.01125
0.00075 0.00225 0.01125
0.00225 0.00225 0.01125
0.00075 0.00075 0.01275
0.00225 0.00075 0.01275
0.00075 0.00225 0.01275
0.00225 0.00225 0.01275
0.00075 0.00075 0.01425
0.00225 0.00075 0.01425
0.00075 0.00225 0.01425
0.00225 0.00225 0.01425
0.00075 0.00075 0.01575
0.00225 0.00075 0.01575
0.00075 0.00225 0.01575
0.00225 0.00225 0.01575
0.00075 0.00075 0.01725
0.00225 0.00075 0.01725
0.00075 0.00225 0.01725
0.00225 0.00225 0.01725
0.00075 0.00075 0.01875
0.00225 0.00075 0.01875
0.00075 0.00225 0.01875
0.00225 0.00225 0.01875
0.00075 0.00075 0.02025
0.00225 0.00075 0.02025
0.00075 0.00225 0.02025
0.00225 0.00225 0.02025
0.00075 0.00075 0.02175
0.00225 0.00075 0.02175
0.00075 0.00225 0.02175
0.00225 0.00225 0.02175
0.00075 0.00075 0.02325
0.00225 0.00075 0.02325
0.00075 0.00225 0.02325
0.00225 0.00225 0.02325
0.00075 0.00075 0.02475
0.00225 0.00075 0.02475
0.00075 0.00225 0.02475
0.00225 0.00225 0.02475
0.00075 0.00075 0.02625
0.00225 0.00075 0.02625
0.00075 0.00225 0.02625
0.00225 0.00225 0.02625
0.00075 0.00075 0.02775
0.00225 0.00075 0.02775
0.00075 0.00225 0.02775
0.00225 0.00225 0.02775
0.00075 0.00075 0.02925
0.00225 0.00075 0.02925
0.00075 0.00225 0.02925
0.00225 0.00225 0.02925
0.00075 0.00075 0.03075
0.00225 0.00075 0.03075
0.00075 0.00225 0.03075
0.00225 0.00225 0.03075
0.00075 0.00075 0.03225
0.00225 0.00075 0.03225
0.00075 0.00225 0.03225
0.00225 0.00225 0.03225
0.00075 0.00075 0.03375
0.00225 0.00075 0.03375
0.00075 0.00225 0.03375
0.00225 0.00225 0.03375
0.00075 0.00075 0.03525
0.00225 0.00075 0.03525
0.00075 0.00225 0.03525
0.00225 0.00225 0.03525
0.00075 0.00075 0.03675
0.00225 0.00075 0.03675
0.00075 0.00225 0.03675
0.00225 0.00225 0.03675
0.00075 0.00075 0.03825
0.00225 0.00075 0.03825
0.00075 0.00225 0.03825
0.00225 0.00225 0.03825
0.00075 0.00075 0.03975
0.00225 0.00075 0.03975
0.00075 0.00225 0.03975
0.00225 0.00225 0.03975
0.00075 0.00075 0.04125
0.00225 0.00075 0.04125
0.00075 0.00225 0.04125
0.00225 0.00225 0.04125
0.00075 0.00075 0.04275
0.00225 0.00075 0.04275
0.00075 0.00225 0.04275
0.00225 0.00225 0.04275
0.00075 0.00075 0.04425
0.00225 0.00075 0.04425
0.00075 0.00225 0.04425
0.00225 0.00225 0.04425
0.00075 0.00075 0.04575
0.00225 0.00075 0.04575
0.00075 0.00225 0.04575
0.00225 0.00225 0.04575
0.00075 0.00075 0.04725
0.00225 0.00075 0.04725
0.00075 0.00225 0.04725
0.00225 0.00225 0.04725
0.00075 0.00075 0.04875
0.00225 0.00075 0.04875
0.00075 0.00225 0.04875
0.00225 0.00225 0.04875
0.00075 0.00075 0.05025
0.00225 0.00075 0.05025
0.00075 0.00225 0.05025
0.00225 0.00225 0.05025
0.00075 0.00075 0.05175
0.00225 0.00075 0.05175
0.00075 0.00225 0.05175
0.00225 0.00225 0.05175
0.00075 0.00075 0.05325
0.00225 0.00075 0.05325
0.00075 0.00225 0.05325
0.00225 0.00225 0.05325
0.00075 0.00075 0.05475
0.00225 0.00075 0.05475
0.00075 0.00225 0.05475
0.00225 0.00225 0.05475
0.00075 0.00075 0.05625
0.00225 0.00075 0.05625
0.00075 0.00225 0.05625
0.00225 0.00225 0.05625
0.00075 0.00075 0.05775
0.00225 0.00075 0.05775
